"Surely, it is God who saves me; *"                               ,"congregation","hangingIndent"
"I will trust in him and not be afraid."                          ,"congregation","indent"
"For the LORD is my stronghold and my sure defense, *"            ,"congregation","hangingIndent"
"and he will be my Savior."                                       ,"congregation","indent"
"Therefore you shall draw water with rejoicing *"                 ,"congregation","hangingIndent"
"from the springs of salvation."                                  ,"congregation","indent"
"And on that day you shall say, *"                                ,"congregation","hangingIndent"
"Give thanks to the LORD and call upon his Name;"                 ,"congregation","indent"
"Make his deeds known among the peoples; *"                       ,"congregation","hangingIndent"
"see that they remember that his Name is exalted."                ,"congregation","indent"
"Sing the praises of the LORD, for he has done great things, *"   ,"congregation","hangingIndent"
"and this is known in all the world."                             ,"congregation","indent"
"Cry aloud, inhabitants of Zion, ring out your joy, *"            ,"congregation","hangingIndent"
"for the great one in the midst of you is the Holy One of Israel.","congregation","indent"
s
